TypeNew,StatecodeNew,finance_rate,finance_charges,credit_rating,finance_amount,avarage_emi,noir,noisb,gih,gis,gic
0,11,8.92,"11,128.00",1,"41,575.00","1,464.00",43,9,"7,000.00",0,0
0,11,9.61,"12,378.00",1,"42,954.00","1,537.00",27,7,"10,500.00",0,0
0,11,9.48,"8,988.00",1,"37,902.00","1,563.00",28,4,"9,000.00",0,0
0,11,8.96,"10,756.00",1,"40,003.00","1,410.00",26,7,"2,000.00",0,0
0,11,7.96,"9,416.00",1,"39,435.00","1,356.00",35,10,"2,000.00",0,0
0,11,9.1,"12,294.00",1,"45,018.00","1,592.00",3,13,"9,965.00",0,0
0,11,9.4,"12,705.00",1,"45,038.00","1,604.00",3,9,"8,000.00",0,0
0,11,10.51,"7,362.00",1,"35,022.00","1,766.00",8,9,"2,000.00",0,0
0,11,11,"14,862.00",1,"45,041.00","1,664.00",13,9,"2,000.00",0,0
0,11,11.49,"13,963.00",1,"40,505.00","1,513.00",37,12,"2,000.00",0,0
0,11,11.99,"14,575.00",1,"40,505.00","1,530.00",18,15,"2,000.00",0,0
0,11,10.76,"12,917.00",1,"40,003.00","1,470.00",32,10,"7,100.00",0,0
0,11,10.26,"8,980.00",1,"35,000.00","1,466.00",2,4,"2,000.00",0,0
0,11,10.93,"5,682.00",1,"26,000.00","1,318.00",2,4,"2,000.00",0,0
0,11,9.77,"9,530.00",1,"39,000.00","1,616.00",2,4,"2,000.00",0,0
0,11,9.49,"5,247.00",1,"36,855.00","2,339.00",3,4,"2,000.00","10,000.00",0
0,11,10.91,"4,908.00",1,"15,000.00",553,28,24,"2,000.00",0,0
0,11,9.71,"12,230.00",1,"42,000.00","1,595.00",33,4,"2,000.00",0,0
0,11,8.36,"10,530.00",1,"42,000.00","1,545.00",29,4,"2,000.00",0,0
0,11,8.56,"9,883.00",1,"38,500.00","1,344.00",23,4,"8,600.00",0,0
0,11,8.89,"8,796.00",1,"33,000.00","1,161.00",8,14,"2,000.00",0,0
0,11,8.75,"9,840.00",1,"45,000.00","1,828.00",13,4,"2,000.00",0,0
0,11,10,"4,200.00",1,"21,000.00","1,050.00",13,4,"2,000.00",0,0
0,11,10,"4,200.00",1,"21,000.00","1,050.00",8,9,"2,000.00",0,0
0,11,12.86,"5,400.00",1,"21,000.00","1,100.00",13,4,"2,000.00",0,0
0,11,7.68,"8,760.00",1,"38,000.00","1,336.00",23,4,"2,000.00",0,0
0,11,8.48,"8,400.00",1,"33,000.00","1,150.00",31,4,"2,000.00",0,0
0,11,8.51,"9,700.00",1,"38,000.00","1,325.00",45,12,"2,000.00",0,0
0,11,8.46,"7,360.00",1,"29,000.00","1,010.00",8,9,"2,000.00",0,0
0,11,8.89,"8,536.00",1,"32,000.00","1,126.00",23,19,"9,438.00",0,0
0,12,7.59,"5,300.00",1,"34,900.00","2,010.00",32,9,"2,000.00",0,0
0,12,10,"4,900.00",1,"24,500.00","1,225.00",3,4,"2,000.00",0,0
0,12,9,"1,890.00",1,"21,000.00","2,289.00",23,24,"13,751.00",0,0
0,12,9.5,"9,154.00",1,"38,545.00","1,590.00",33,4,"2,000.00",0,0
0,12,10,"7,360.00",1,"36,800.00","1,840.00",23,9,"2,000.00",0,0
0,12,10.5,"7,560.00",1,"36,000.00","1,815.00",18,16,"2,000.00",0,0
0,12,9.99,"2,780.00",1,"18,550.00","1,185.00",23,6,"2,000.00",0,0
0,12,10.51,"6,936.00",1,"33,000.00","1,664.00",33,14,"22,000.00",0,0
0,12,10,"4,900.00",1,"24,500.00","1,225.00",23,12,"2,000.00",0,0
0,12,10.03,"3,722.00",1,"18,550.00",928,13,14,"14,000.00",0,0
0,12,10.03,"3,722.00",1,"18,550.00",928,3,4,"9,000.00",0,0
0,12,10,"4,900.00",1,"24,500.00","1,225.00",13,9,"2,000.00",0,"3,000.00"
0,12,10.03,"3,722.00",1,"18,550.00",928,18,12,"4,000.00",0,0
0,12,8.91,"6,497.00",1,"36,463.00","1,790.00",43,19,"2,000.00",0,0
0,12,10.03,"4,567.00",1,"30,353.00","1,940.00",28,14,"7,000.00",0,0
0,12,11.53,"3,148.00",1,"18,200.00","1,186.00",23,8,"2,000.00",0,0
0,12,11.5,"3,156.00",1,"18,300.00","1,192.00",6,8,"2,000.00",0,0
0,12,10.5,"7,722.00",1,"36,774.00","1,854.00",17,4,"2,000.00",0,0
0,12,8.88,"4,621.00",1,"26,027.00","1,277.00",26,24,"7,000.00",0,0
0,12,8.24,"4,616.00",1,"28,000.00","1,359.00",27,4,"2,000.00",0,0
0,12,8.98,"7,008.00",1,"39,000.00","1,917.00",45,19,"9,410.00",0,0
0,12,8.49,"5,944.00",1,"35,000.00","1,706.00",40,19,"8,694.00",0,0
0,12,6.48,"7,940.00",1,"49,000.00","2,190.00",33,12,"2,000.00",0,0
0,12,10.01,"10,010.00",1,"40,000.00","1,667.00",28,14,"7,000.00",0,0
0,12,10,"8,000.00",1,"40,000.00","2,000.00",28,34,"2,000.00",0,0
0,12,9,"6,750.00",1,"30,000.00","1,225.00",10,19,"8,686.00",0,0
0,12,8,"6,720.00",1,"42,000.00","2,030.00",23,4,"2,000.00",0,"3,000.00"
0,12,7.49,"4,944.00",1,"33,000.00","1,581.00",33,34,"2,000.00",0,"3,000.00"
0,12,10,"7,900.00",1,"39,500.00","1,975.00",28,10,"2,000.00",0,0
0,12,9.51,"10,220.00",1,"43,000.00","1,774.00",28,4,"2,000.00",0,0
0,12,9.02,"7,032.00",1,"39,000.00","1,918.00",18,8,"2,000.00",0,0
0,12,8,"6,240.00",1,"39,000.00","1,885.00",28,4,"2,000.00",0,0
0,12,7.88,"5,597.00",1,"35,500.00","1,957.00",18,4,"2,000.00",0,0
0,12,10.53,"6,736.00",1,"32,000.00","1,614.00",58,14,"2,000.00",0,0
0,12,11.02,"8,592.00",1,"39,000.00","1,983.00",58,4,"2,000.00",0,0
0,12,10.01,"5,932.00",1,"39,500.00","2,524.00",53,4,"2,000.00",0,0
0,12,13.01,"8,196.00",1,"31,500.00","1,654.00",13,12,"7,000.00",0,0
0,12,9.77,"7,032.00",1,"36,000.00","1,793.00",13,4,"11,997.00",0,0
0,12,9.03,"7,900.00",1,"35,000.00","1,430.00",23,34,"2,000.00",0,0
0,12,9.03,"7,900.00",1,"35,000.00","1,430.00",43,4,"2,000.00",0,0
0,12,6.51,"6,670.00",1,"41,000.00","1,589.00",27,24,"2,000.00",0,0
0,12,9.52,"6,664.00",1,"35,000.00","1,736.00",3,5,"2,000.00",0,0
0,12,9.01,"8,560.00",1,"38,000.00","1,552.00",3,13,"2,000.00",0,0
0,12,8.53,"5,288.00",1,"31,000.00","1,512.00",5,9,"2,000.00",0,0
0,12,9.01,"9,680.00",1,"43,000.00","1,756.00",2,12,"2,000.00",0,0
0,12,9.03,"6,680.00",1,"37,000.00","1,820.00",24,4,"2,000.00",0,0
0,12,9.03,"6,680.00",1,"37,000.00","1,820.00",9,4,"2,000.00",0,0
0,12,9,"6,480.00",1,"36,000.00","1,770.00",3,4,"2,000.00",0,0
0,12,7.51,"6,950.00",1,"37,000.00","1,465.00",51,4,"2,000.00",0,"3,000.00"
0,12,9.49,"7,592.00",1,"40,000.00","1,983.00",28,4,"2,000.00",0,0
0,12,9.5,"5,988.00",1,"42,000.00","2,666.00",23,4,"2,000.00",0,0
0,12,7.5,"5,552.00",1,"37,000.00","1,773.00",61,4,"2,000.00",0,0
0,12,8,"8,200.00",1,"41,000.00","1,640.00",18,4,"2,000.00",0,0
0,12,7.5,"8,059.00",1,"43,000.00","1,702.00",13,4,"2,000.00",0,0
0,12,8,"8,200.00",1,"41,000.00","1,640.00",32,4,"2,000.00",0,0
0,12,10,"12,000.00",1,"48,000.00","2,000.00",6,4,"2,000.00",0,0
0,12,7.25,"5,800.00",1,"40,000.00","1,908.00",33,4,"2,000.00",0,0
0,12,7.26,"5,664.00",1,"39,000.00","1,861.00",18,14,"2,000.00",0,0
0,12,9.02,"6,856.00",1,"38,000.00","1,869.00",28,4,"14,018.00",0,0
0,12,8.33,"6,100.00",1,"36,600.00","2,135.00",11,6,"2,000.00",0,0
0,12,9.25,"8,210.00",1,"35,500.00","1,457.00",15,10,"2,000.00",0,0
0,12,10.01,"9,530.00",1,"47,614.00","2,381.00",5,6,"2,000.00",0,0
0,12,9.76,"7,808.00",1,"40,000.00","1,992.00",33,8,"2,000.00",0,0
0,12,9.51,"7,416.00",1,"39,000.00","1,934.00",10,13,"2,000.00",0,0
0,12,10.01,"9,529.00",1,"47,614.00","2,381.00",6,14,"2,000.00",0,0
0,12,10,"6,578.00",1,"32,902.00","1,645.00",28,9,"2,000.00",0,0
0,12,9.5,"5,888.00",1,"31,000.00","1,537.00",6,13,"2,000.00",0,0
0,12,9.23,"5,720.00",1,"31,000.00","1,530.00",28,4,"2,000.00",0,0
0,12,9.27,"8,340.00",1,"36,000.00","1,478.00",53,10,"2,000.00",0,0
0,12,9.53,"7,240.00",1,"38,000.00","1,885.00",5,4,"2,000.00",0,0
0,12,9.98,"9,230.00",1,"37,000.00","1,541.00",21,4,"13,565.00",0,0
0,12,9.98,"9,230.00",1,"37,000.00","1,541.00",13,4,"92,090.00",0,0
0,12,7.28,"4,150.00",1,"38,000.00","2,810.00",33,13,"2,000.00",0,0
0,12,8.34,"4,840.00",1,"29,000.00","1,692.00",28,10,"7,000.00",0,0
0,12,9.09,"6,000.00",1,"33,000.00","1,625.00",28,4,"2,000.00",0,0
0,12,10.01,"6,008.00",1,"40,000.00","2,556.00",4,7,"2,000.00",0,0
0,12,10,"6,400.00",1,"32,000.00","1,600.00",28,14,"2,000.00","6,261.00","3,000.00"
0,12,10,"8,000.00",1,"40,000.00","2,000.00",32,16,"17,000.00",0,0
0,12,8.52,"8,520.00",1,"39,990.00","1,617.00",6,4,"2,000.00",0,0
0,12,10.02,"8,769.00",1,"35,000.00","1,459.00",12,4,"2,000.00",0,0
0,12,10,"8,000.00",1,"40,000.00","2,000.00",42,18,"7,000.00",0,0
0,12,10,"8,000.00",1,"40,000.00","2,000.00",33,14,"7,000.00",0,0
0,12,9.51,"6,088.00",1,"32,000.00","1,587.00",23,14,"2,000.00",0,0
0,12,9.01,"7,208.00",1,"40,000.00","2,248.00",8,9,"6,200.00",0,0
0,12,6.51,"5,472.00",1,"42,000.00","1,978.00",3,4,"2,000.00",0,0
0,12,6.51,"5,600.00",1,"43,000.00","2,025.00",3,4,"9,908.00",0,"3,000.00"
0,12,9.52,"11,149.00",1,"46,871.00","1,934.00",18,4,"2,000.00",0,0
0,12,7.02,"7,371.00",1,"35,000.00","1,177.00",2,4,"2,000.00",0,0
0,12,6.5,"7,150.00",1,"44,000.00","1,705.00",7,4,"2,000.00",0,0
0,12,6.52,"6,190.00",1,"38,000.00","1,473.00",3,4,"2,000.00",0,0
0,12,7,"6,440.00",1,"46,000.00","2,185.00",8,17,"8,078.00",0,0
0,12,6.51,"5,600.00",1,"43,000.00","2,025.00",13,14,"2,000.00",0,0
0,12,9.5,"9,500.00",1,"40,000.00","1,650.00",47,4,"9,000.00",0,0
0,12,8.8,"5,808.00",1,"33,000.00","1,617.00",6,4,"2,000.00",0,0
0,12,8.81,"9,470.00",1,"43,000.00","1,749.00",28,4,"2,000.00",0,0
0,12,7.53,"7,150.00",1,"38,000.00","1,505.00",7,4,"8,694.00",0,0
0,12,6.01,"5,710.00",1,"38,000.00","1,457.00",5,4,"2,000.00",0,0
0,12,9.91,"9,660.00",1,"39,000.00","1,622.00",205,4,"2,000.00",0,0
0,12,8.28,"6,210.00",1,"30,000.00","1,207.00",23,4,"2,000.00",0,0
0,12,8.5,"9,180.00",1,"36,000.00","1,255.00",8,4,"2,000.00",0,0
0,12,9,"8,370.00",1,"37,200.00","1,519.00",28,9,"7,180.00",0,0
0,12,8.28,"6,456.00",1,"39,000.00","1,894.00",13,4,"21,255.00","8,781.00",0
0,12,8,"8,000.00",1,"40,000.00","1,600.00",44,10,"8,753.00",0,0
0,12,9.02,"7,670.00",1,"34,000.00","1,389.00",28,4,"2,000.00",0,"3,000.00"
0,12,8,"6,000.00",1,"30,000.00","1,200.00",3,4,"8,000.00",0,0
0,12,10,"6,800.00",1,"34,000.00","1,700.00",3,14,"2,000.00",0,0
0,12,8.53,"7,250.00",1,"34,000.00","1,375.00",28,4,"2,000.00",0,0
0,12,8,"9,600.00",1,"48,000.00","1,920.00",4,10,"12,000.00",0,0
0,12,8.52,"10,329.00",1,"48,500.00","1,961.00",33,4,"10,500.00",0,0
0,12,7.5,"7,504.00",1,"50,000.00","2,396.00",7,15,"7,000.00",0,0
0,12,9.51,"9,270.00",1,"39,000.00","1,609.00",18,12,"2,000.00",0,0
0,12,7.51,"9,300.00",1,"49,500.00","1,960.00",33,4,"10,449.00",0,0
0,12,8,"7,700.00",1,"38,500.00","1,540.00",33,19,"7,600.00",0,0
0,12,8.99,"6,832.00",1,"38,000.00","1,868.00",13,14,"2,000.00",0,0
0,12,8.6,"8,640.00",1,"40,200.00","1,628.00",4,7,"2,000.00",0,"3,000.00"
0,12,7.52,"5,699.00",1,"30,300.00","1,200.00",5,4,"2,000.00","17,098.00",0
0,12,8.26,"6,280.00",1,"38,000.00","1,845.00",9,13,"2,000.00",0,0
0,12,8,"10,000.00",1,"50,000.00","2,000.00",5,29,"9,310.00",0,0
0,12,8.5,"7,650.00",1,"36,000.00","1,455.00",11,14,"2,000.00",0,0
0,12,8.51,"10,620.00",1,"41,580.00","1,450.00",5,4,"8,300.00",0,0
0,12,7.86,"6,880.00",1,"35,000.00","1,396.00",11,14,"2,000.00",0,0
0,12,7.5,"4,908.00",1,"32,700.00","1,567.00",28,4,"2,000.00",0,0
0,12,8.77,"6,312.00",1,"36,000.00","1,763.00",8,4,"2,000.00",0,0
0,12,7.48,"4,730.00",1,"25,300.00","1,001.00",11,4,"7,285.00",0,0
0,12,7.49,"5,058.00",1,"45,000.00","2,781.00",5,4,"8,681.00","17,131.00",0
0,12,8.77,"8,220.00",1,"37,500.00","1,524.00",4,4,"2,000.00",0,0
0,12,8.51,"7,980.00",1,"37,500.00","1,516.00",8,27,"37,136.00",0,0
0,12,7.78,"3,322.00",1,"21,350.00","1,028.00",3,4,"2,000.00",0,0
0,12,7.92,"6,100.00",1,"30,800.00","1,230.00",3,4,"2,000.00",0,0
0,12,7.5,"5,400.00",1,"36,000.00","1,725.00",3,4,"2,000.00",0,0
0,12,8,"4,124.00",1,"25,780.00","1,246.00",3,4,"2,000.00",0,0
0,12,8.52,"10,220.00",1,"40,000.00","1,395.00",36,4,"2,000.00",0,0
0,12,8.95,"8,500.00",1,"38,000.00","1,550.00",3,4,"13,164.00",0,0
0,12,9.93,"7,152.00",1,"36,000.00","1,798.00",3,4,"2,000.00",0,0
0,12,6.26,"3,756.00",1,"30,000.00","1,688.00",23,4,"2,000.00",0,0
0,12,10.93,"11,398.00",1,"41,730.00","1,832.00",3,4,"2,000.00",0,0
0,12,10.22,"12,880.00",1,"42,000.00","1,715.00",3,4,"2,000.00",0,0
0,12,9.5,"8,168.00",1,"43,000.00","2,132.00",23,4,"2,000.00",0,0
0,12,9.01,"10,670.00",1,"39,480.00","1,475.00",18,4,"2,990.00",0,0
0,12,9.99,"11,089.00",1,"37,000.00","1,374.00",7,8,"12,000.00",0,0
0,12,7.74,"6,390.00",1,"33,000.00","1,313.00",23,4,"2,000.00",0,0
0,12,11.01,"8,144.00",1,"37,000.00","1,881.00",13,4,"8,838.00",0,0
0,12,10,"10,500.00",1,"42,000.00","1,750.00",33,4,"2,000.00",0,0
0,12,8.77,"5,470.00",1,"41,600.00","3,138.00",33,4,"2,000.00",0,0
0,12,11.01,"8,144.00",1,"37,000.00","1,881.00",23,4,"2,000.00",0,0
0,12,11.01,"7,576.00",1,"34,400.00","1,749.00",13,4,"2,000.00",0,0
0,12,8.01,"3,606.00",1,"30,000.00","1,867.00",28,7,"2,000.00",0,0
0,12,7.49,"7,490.00",1,"40,000.00","1,583.00",18,4,"2,000.00",0,0
0,12,8.49,"3,904.00",1,"23,000.00","1,121.00",32,4,"2,000.00",0,0
0,12,10,"4,400.00",1,"22,000.00","1,100.00",28,9,"2,000.00",0,0
0,12,10.5,"4,516.00",1,"21,500.00","1,084.00",24,7,"2,000.00",0,"3,000.00"
0,12,10.52,"4,840.00",1,"23,000.00","1,160.00",55,24,"2,000.00",0,0
0,12,9.01,"12,168.00",1,"45,000.00","1,588.00",48,18,"2,000.00",0,0
0,12,10.55,"4,640.00",1,"22,000.00","1,110.00",9,24,"2,000.00",0,0
0,12,11,"12,100.00",1,"44,000.00","1,870.00",5,9,"12,000.00",0,0
0,12,11,"8,347.00",1,"37,949.00","1,929.00",13,14,"12,000.00",0,0
0,12,9.88,"3,952.00",1,"20,000.00",998,8,4,"2,000.00",0,0
0,12,9.88,"5,510.00",1,"22,300.00",927,13,12,"2,000.00",0,0
0,12,10.51,"11,820.00",1,"45,000.00","1,894.00",13,9,"2,000.00",0,"3,000.00"
0,12,10,"10,500.00",1,"42,000.00","1,750.00",8,4,"2,000.00",0,0
0,12,9.88,"4,072.00",1,"20,600.00","1,028.00",8,9,"2,000.00",0,0
0,12,9.93,"3,496.00",1,"17,600.00",879,25,14,"2,000.00",0,0
0,12,9.89,"2,968.00",1,"20,000.00","1,276.00",21,4,"2,000.00",0,0
0,12,11.01,"14,040.00",1,"51,000.00","2,168.00",33,8,"2,000.00",0,0
0,12,10,"7,194.00",1,"35,958.00","1,798.00",4,5,"10,500.00","1,000.00",0
0,12,9.9,"7,128.00",1,"36,000.00","1,797.00",3,4,"2,000.00",0,0
0,12,9.88,"4,072.00",1,"20,600.00","1,028.00",5,7,"2,000.00",0,0
0,12,9.89,"10,380.00",1,"42,000.00","1,746.00",5,8,"9,700.00",0,0
0,12,10,"9,000.00",1,"36,000.00","1,500.00",23,4,"8,000.00",0,0
0,12,16.65,"8,590.00",1,"34,400.00","2,866.00",43,7,"2,000.00",0,0
0,12,9.89,"2,968.00",1,"20,000.00","1,276.00",31,4,"2,000.00",0,0
0,12,7.51,"5,380.00",1,"35,800.00","2,059.00",8,4,"17,000.00",0,0
0,12,9.88,"3,952.00",1,"20,000.00",998,8,9,"2,000.00",0,0
0,12,7.5,"8,996.00",1,"40,000.00","1,361.00",3,6,"2,000.00",0,0
0,12,9.91,"7,628.00",1,"38,500.00","1,922.00",33,18,"2,000.00",0,0
0,12,9.51,"14,259.00",1,"50,000.00","1,785.00",8,8,"14,520.00",0,0
0,12,10,"9,750.00",1,"39,000.00","1,950.00",25,7,"2,000.00",0,0
0,12,10.49,"7,640.00",1,"36,400.00","1,835.00",4,29,"7,100.00",0,0
0,12,9.91,"7,728.00",1,"39,000.00","1,947.00",4,12,"7,000.00",0,0
0,12,9.5,"7,382.00",1,"38,842.00","1,926.00",4,4,"2,000.00",0,0
0,12,9.5,"6,430.00",1,"33,842.00","1,678.00",5,9,"2,000.00",0,0
0,12,9.89,"7,319.00",1,"37,000.00","2,216.00",53,4,"2,000.00","6,525.00",0
0,12,9.99,"3,682.00",1,"36,842.00","3,377.00",6,6,"12,782.00",0,0
0,12,10.01,"2,886.00",1,"28,842.00","2,644.00",5,6,"2,000.00",0,0
0,12,9.9,"5,774.00",1,"29,160.00","1,456.00",33,14,"7,000.00",0,"3,000.00"
0,12,9.5,"7,274.00",1,"30,625.00","1,263.00",3,4,"2,000.00",0,0
0,12,9.15,"9,059.00",1,"39,600.00","1,622.00",2,4,"2,000.00",0,0
0,12,7.99,"7,990.00",1,"40,000.00","1,600.00",23,4,"2,000.00",0,0
0,12,8.75,"7,196.00",1,"32,895.00","1,337.00",13,14,"2,000.00",0,0
0,12,8.98,"7,115.00",1,"31,675.00","1,293.00",4,4,"2,000.00",0,0
0,12,8.51,"9,699.00",1,"38,000.00","1,325.00",23,4,"2,000.00",0,0
0,12,8.01,"7,932.00",1,"33,000.00","1,137.00",31,24,"2,000.00",0,0
0,12,9.1,"3,640.00",1,"20,000.00",985,12,4,"2,416.00",0,0
0,12,7.51,"9,376.00",1,"41,600.00","1,416.00",5,4,"2,000.00",0,"3,000.00"
0,12,9.99,"9,619.00",1,"38,500.00","1,604.00",28,19,"2,000.00",0,0
0,12,10.08,"7,210.00",1,"35,750.00","1,790.00",6,4,"2,000.00",0,0
0,12,8.95,"3,660.00",1,"16,350.00",667,8,4,"2,000.00",0,0
0,12,7.76,"5,744.00",1,"37,000.00","1,781.00",5,4,"12,653.00",0,0
0,12,7.74,"7,160.00",1,"37,000.00","1,472.00",23,4,"2,000.00",0,0
0,12,8.51,"8,808.00",1,"34,500.00","1,203.00",23,8,"2,000.00",0,0
0,12,8.52,"7,880.00",1,"37,000.00","1,496.00",28,12,"2,000.00",0,0
0,12,8.9,"9,612.00",1,"36,000.00","1,267.00",6,10,"2,000.00",0,0
0,12,9.55,"7,400.00",1,"31,000.00","1,280.00",15,16,"2,000.00",0,0
0,12,8.51,"5,358.00",1,"42,000.00","2,631.00",31,14,"2,000.00",0,0
0,12,8.51,"4,916.00",1,"38,500.00","2,412.00",35,16,"2,000.00",0,0
0,12,8.52,"6,472.00",1,"38,000.00","1,853.00",44,4,"2,000.00",0,0
0,12,9.52,"1,428.00",1,"15,000.00","1,369.00",5,9,"2,000.00",0,0
0,12,8.52,"6,472.00",1,"38,000.00","1,853.00",21,29,"17,708.00",0,0
0,12,10.49,"7,760.00",1,"37,000.00","1,865.00",28,9,"2,000.00",0,0
0,12,8.52,"5,112.00",1,"30,000.00","1,463.00",3,14,"2,000.00",0,0
0,12,8.51,"4,936.00",1,"29,000.00","1,414.00",33,4,"2,000.00",0,0
0,12,8.52,"6,390.00",1,"30,000.00","1,213.00",13,4,"2,000.00",0,0
0,12,8.52,"8,310.00",1,"39,000.00","1,577.00",18,4,"2,000.00",0,0
0,12,9,"5,400.00",1,"30,000.00","1,475.00",28,4,"2,000.00",0,0
0,12,8.5,"8,670.00",1,"40,800.00","1,649.00",33,4,"2,000.00",0,0
0,12,9.51,"9,270.00",1,"39,000.00","1,609.00",3,4,"2,000.00",0,0
0,12,9.51,"10,556.00",1,"37,000.00","1,321.00",3,4,"14,967.00",0,0
0,12,7.92,"5,650.00",1,"35,650.00","2,065.00",12,14,"5,649.00",0,0
0,12,7.5,"7,690.00",1,"41,000.00","1,623.00",31,10,"2,000.00",0,0
0,12,7.52,"7,775.00",1,"41,365.00","1,638.00",18,10,"2,000.00",0,0
0,12,9.02,"6,563.00",1,"36,397.00","1,790.00",18,4,"2,000.00",0,0
0,12,7.92,"4,579.00",1,"28,900.00","1,674.00",18,4,"2,000.00",0,0
0,12,9.03,"5,698.00",1,"31,550.00","1,552.00",3,10,"2,000.00",0,0
0,12,7.53,"4,810.00",1,"31,950.00","1,838.00",18,4,"2,000.00",0,0
0,12,9.33,"3,510.00",1,"37,626.00","3,428.00",18,11,"2,000.00",0,0
0,12,8.03,"6,069.00",1,"37,803.00","1,828.00",13,14,"2,000.00",0,0
0,12,8.02,"3,514.00",1,"29,192.00","1,817.00",33,18,"9,744.00",0,0
0,12,8.75,"11,159.00",1,"51,000.00","2,072.00",5,4,"2,000.00",0,0
0,12,9.23,"7,453.00",1,"40,354.00","1,992.00",13,9,"2,000.00",0,0
0,12,9.03,"5,280.00",1,"39,000.00","2,460.00",23,14,"2,000.00",0,0
0,12,8.51,"8,510.00",1,"40,000.00","1,617.00",18,16,"5,713.00",0,0
0,12,8.57,"9,000.00",1,"42,000.00","1,700.00",33,36,"10,648.00",0,0
0,12,9.02,"8,384.00",1,"31,000.00","1,094.00",3,4,"2,000.00",0,0
0,12,9.02,"5,952.00",1,"33,000.00","1,623.00",37,4,"8,465.00",0,0
0,12,9.01,"7,208.00",1,"40,000.00","1,967.00",36,24,"7,000.00",0,0
0,12,9.02,"9,020.00",1,"40,000.00","1,634.00",23,4,"2,000.00",0,0
0,12,9.01,"7,208.00",1,"40,000.00","1,967.00",28,4,"2,000.00",0,0
0,12,9.49,"3,892.00",1,"41,000.00","3,741.00",4,6,"16,352.00",0,0
0,12,8,"5,600.00",1,"35,000.00","2,030.00",23,4,"8,705.00",0,0
0,12,8.52,"6,648.00",1,"39,000.00","1,902.00",33,4,"2,000.00",0,0
0,12,8,"7,800.00",1,"39,000.00","1,560.00",28,4,"2,000.00",0,0
0,12,10,"7,600.00",1,"38,000.00","1,900.00",13,4,"15,662.00",0,0
0,12,9.2,"9,200.00",1,"40,000.00","1,640.00",10,4,"8,405.00",0,0
0,12,8.96,"3,944.00",1,"22,000.00","1,081.00",23,19,"2,000.00",0,0
0,12,9,"4,726.00",1,"35,000.00","2,207.00",33,10,"2,000.00",0,0
0,12,8.99,"6,830.00",1,"38,000.00","1,868.00",8,14,"2,000.00",0,0
0,12,8.99,"5,664.00",1,"42,000.00","2,648.00",28,12,"7,000.00",0,0
0,12,9.49,"4,936.00",1,"26,000.00","1,289.00",23,4,"2,000.00",0,0
0,12,9,"9,900.00",1,"44,000.00","1,797.00",23,4,"2,000.00",0,0
0,12,9.28,"6,496.00",1,"35,000.00","1,729.00",3,4,"2,000.00",0,0
0,12,10.03,"8,020.00",1,"32,000.00","1,334.00",23,9,"2,000.00",0,0
0,12,9.27,"7,048.00",1,"38,000.00","1,877.00",3,6,"2,000.00",0,0
0,13,9.99,"11,983.00",1,"40,000.00","1,444.00",60,4,"15,600.00",0,0
0,13,11.01,"6,824.00",1,"31,000.00","1,576.00",43,34,"9,000.00",0,0
0,13,9.42,"7,910.00",1,"28,000.00","1,026.00",33,11,"9,500.00",0,0
0,13,9.99,"11,687.00",1,"39,000.00","1,408.00",18,4,"8,563.00",0,0
0,13,8.49,"7,425.00",1,"35,000.00","1,697.00",35,10,"2,000.00",0,0
0,13,10.31,"5,568.00",1,"27,000.00","1,357.00",25,7,"2,000.00",0,0
0,13,9.4,"9,870.00",1,"35,000.00","1,282.00",23,14,"2,000.00",0,0
0,13,9.61,"10,376.00",1,"36,000.00","1,325.00",31,10,"2,000.00",0,0
0,13,12.17,"4,380.00",1,"36,000.00","3,365.00",3,12,"2,000.00",0,0
0,13,9.53,"6,388.00",1,"33,500.00","1,662.00",13,26,"2,000.00",0,0
0,13,9.78,"9,535.00",1,"32,500.00","1,201.00",28,4,"8,175.00",0,0
0,13,7.01,"7,783.00",1,"37,000.00","1,493.00",13,14,"2,000.00",0,0
0,13,6.5,"1,788.00",1,"27,500.00","3,661.00",21,14,"2,000.00",0,0
0,13,7.01,"4,764.00",1,"34,000.00","1,938.00",23,14,"10,000.00",0,0
0,13,7.5,"3,488.00",1,"31,000.00","2,299.00",18,6,"2,000.00",0,0
0,13,9.02,"5,952.00",1,"33,000.00","1,623.00",32,24,"2,000.00",0,0
0,13,9.02,"10,016.00",1,"37,000.00","1,306.00",33,14,"2,000.00",0,0
0,13,10,"5,000.00",1,"25,000.00","1,250.00",27,19,"12,000.00",0,0
0,13,10,"6,000.00",1,"30,000.00","1,500.00",50,12,"12,000.00",0,0
0,13,6.77,"4,872.00",1,"36,000.00","1,703.00",50,31,"13,500.00",0,0
0,13,10,"6,200.00",1,"31,000.00","1,550.00",30,6,"2,000.00",0,0
0,13,10,"6,400.00",1,"32,000.00","1,600.00",42,10,"7,281.00",0,0
0,13,10,"5,800.00",1,"29,000.00","1,450.00",33,11,"2,000.00",0,0
0,13,6.77,"4,872.00",1,"36,000.00","1,703.00",33,34,"7,000.00",0,0
0,13,9.77,"8,300.00",1,"34,000.00","1,410.00",22,9,"5,000.00",0,0
0,13,9.75,"4,532.00",1,"31,000.00","1,974.00",13,22,"14,590.00",0,0
0,13,6.77,"4,872.00",1,"36,000.00","1,703.00",38,39,"7,834.00",0,0
0,13,6.74,"5,256.00",1,"39,000.00","1,844.00",33,29,"2,000.00",0,0
